product_title,product_description,marketplace,product_category,gpt_response,sustainable_features
"Bioré Charcoal Pore Penetrating Bar, with Jojoba Beads for Gentle Exfoliation of Oily Skin, 3.77 Ounce","Hold pore-purifying power in the palm of your hand with the Biore Pore Penetrating Charcoal Bar. Made to deeply cleanse and exfoliate both face and body. Infused with natural charcoal, known for its ability to draw out and trap impurities. With exfoliating jojoba beads and refreshing peppermint oil, this bar gently exfoliates dead skin cells and debris and leaves skin feeling tingly smooth all over. Start your day with a refreshing deep clean that leaves pores 2.5 times cleaner than with a basic cleanser. Biore Skincare targets the root of all skin problems—the evil clogged pore. So when it comes to dirt and oil we take a no nonsense approach to fight smarter, not harder. Our scrub, liquid, powder, strip, mask and bar cleansing products go straight to the source of those pesky pores for deeply clean, beautiful skin. Satisfaction Guaranteed. Limitations may apply.About this item PURIFY YOUR PORES - Infused with natural charcoal, this bar deep cleans your pores for balanced purification REFRESHED, SMOOTH SKIN - With exfoliating Jojoba beads & refreshing peppermint oil, this bar leaves skin clean, fresh & cool DRAW OUT IMPURITIES - Infused with natural charcoal, our facial bar cleans pores 2x better than a basic cleanser DEEP CLEANSING AND OIL REMOVAL - The cleansing technology of Bioré Charcoal cleansers, scrubs, and pore strips are ideal for built-up dirt on oily skin DESIGNED FOR DAILY USE - Our charcoal bar is suitable to use up to twice daily, and intended for face and body exfoliation Reduce use with first signs of irritation Infused with natural charcoal and jojoba beads, the charcoal bar draws out impurities and gently exfoliates for smoother skin The natural peppermint oil leaves your skin feeling tingly fresh 2X cleaner pores",aliexpress,Beauty & Personal Care,"{'organic': 'The Biore Charcoal Pore Penetrating Bar does not contain any organic ingredients, so it does not match this sustainable attribute.'}",['organic']
"Sheamoisture Bar Soap for Dull, Dry Skin Coconut and Hibiscus Sulfate Free Soap Bar 8 oz","SheaMoisture's Coconut and Hibiscus Shea Butter bar soap cleanses, moisturizes and naturally brightens dull skin. This body soap helps to firm and even skin tone; use as a shower soap or mens soap. Create a luxurious spa experience with this body soap bar, shower soap and bath soap, made with Coconut Oil, Hibiscus Flower and Songyi Mushroom, this soap improves the appearance of skin tone. This all-over bath soap by SheaMoisture is a moisturizing body soap, shower soap and travel soap for dull skin, specially formulated with ultra-moisturizing Shea Butter. Use as a bath soap or as a shower soap and sulfate free body wash by lathering soap in hands or on a washcloth and wash entire body. This sulfate free body wash, bar soap, shower soap, plus bath soap has been tested on our family for generations and never on animals. Discover this moisturizing soap, body soap, shower soap and bath soap by SheaMoisture that's a carefully formulated and contains no parabens, no phthalates, no mineral oil and no sulfates. Our Story; Sofi Tucker started selling Shea Nuts at the village market in Bonthe, Sierra Leone in 1912. By age 19, the widowed mother of four was selling Shea Butter, African Black Soap and her homemade hair and skin preparations all over the countryside. Sofi Tucker was our Grandmother and SheaMoisture is her legacy. With this purchase you help empower disadvantaged women to realize a brighter, healthier future.About this item SheaMoisture's Coconut and Hibiscus Shea Butter bar soap cleanses, moisturizes and naturally brightens dull skin; This body soap helps to firm and even skin tone; use as a shower soap or mens soap Create a luxurious spa experience with this body soap bar, shower soap and bath soap, made with Coconut Oil, Hibiscus Flower and Songyi Mushroom, this soap improves the appearance of skin tone This all-over bath soap and bath and body cleanser by SheaMoisture is a moisturizing body soap and travel soap for dull skin, specially formulated with ultra-moisturizing Shea Butter Use as a bath soap or as a cleanser and sulfate free beauty bar by lathering soap in hands or on a washcloth and wash entire body This sulfate free body wash, bar soap, shower soap, plus bath soap has been tested on our family for generations and never on animals",aliexpress,Beauty & Personal Care,"{'organic': 'This product is made with organic Coconut Oil, Hibiscus Flower and Songyi Mushroom, making it an organic product.'}",['organic']
"Hello Fresh Mint Mouthwash Concentrate, Alcohol Free Mouthwash for Bad Breath, Travel Size Mouthwash Made with Coconut Oil and Tea Tree Oil, Helps Freshen Breath, 2 Pack, 3.25 Oz Pump Bottles","Less does more with Hello Fresh Mint Mouthwash Concentrate. Big and bulky mouthwash bottles are so last year. And the amount of plastic they use totally stinks. With our small, spitacular mouthwash concentrate, you get 34% less plastic* and 92% less water shipped per bottle of concentrate**. That means more doses for you.* This minty travel size mouthwash is more than a clever concentrate. It’ll also take your breath away—your bad breath, that is. The formula is made with a blend of farm-grown North American peppermint and Spearmint, so there’s delish in each swish. That blend helps freshen your breath and delivers natural menthol cooling. Plus, this alcohol free mouthwash helps rinse away the stuff brushing misses. And it moisturizes magnificently. With no dyes, SLS/sulfates, fluoride, sugar, artificial sweeteners or flavors, this bad breath mouthwash is a no brainer. Concentrate on the friendly with this travel-size bottle of Hello mouthwash for bad breath. *compared to a 16 FL OZ Hello adult mouthwash bottle dosed at 20 mL twice a day and using 2 pumps of concentrate twice a day **compared to a 16 FL OZ hello adult mouthwash bottleAbout this item Includes two (2) 3.25 oz. pump bottles of Hello Fresh Mint Concentrate Mouthwash, Travel Size Mouthwash for Bad Breath 1) Fill with water to fill line inside cap 2) Pump to customize your flavor experience: 1 pump = light, 2 pumps = medium, 3 pumps = strong 3) Swish for 30 seconds, spit, and smile Less Plastic, More Fantastic. Contains 34% less plastic (compared to 16 oz. adult Hello mouthwash bottle dosed at 20 mL twice a day and using 2 pumps of concentrate twice a day) 92% less water shipped per bottle of concentrate (compared to a 16 FL OZ hello adult mouthwash bottle). Travel Friendly. Vegan. No Alcohol. No Fluoride. No Dyes. No Sugar. No Artificial Sweeteners. No Artificial Flavors. No SLS/sulfates. No Brainer.",aliexpress,Beauty & Personal Care,"{'recyclable': 'The product is packaged in a small, pump bottle that is made of recyclable material.', 'low carbon footprint': 'This product contains 34% less plastic compared to a 16 oz. adult Hello mouthwash bottle dosed at 20 mL twice a day and using 2 pumps of concentrate twice a day. This reduces the amount of plastic shipped, resulting in a lower carbon footprint.'}","['recyclable', 'low carbon footprint']"
"Casper Dog Bed, Plush Memory Foam, Large, Gray","Designed by the same engineering team behind all of Casper’s sleep products, the dog mattress is a universally comfortable sleep surface for our four-legged friends. We combined our mattress-making know-how with extensive dog-centered research to create a sleep environment that caters to canines’ natural behaviors. Pups spend more than half their lives sleeping. If any species deserves an outrageously comfortable sleep surface, it’s dogs. So we combined pressure-relieving memory foam and durable support foam to create a bed that loves Fido back. Even the most well-behaved dogs have bad days. But no matter how rough they play, most dogs can’t rip through our durable cover material — it’s made with one of the strongest bonded microfibers available. It’s so tough, similar materials are used in performance footwear designed to withstand years of abuse. This bed will keep its shape, thanks to its fortified construction; It won’t sink, slump, or sag over time. Dogs scratch or dig before laying down. That’s an instinct they inherited from their wild ancestors, who would kick up dirt to find cooler ground and brush away debris before turning in for the night. Our surface features excess material on top to mimic the sensation of pawing at loose earth. So dig in, doggies. There’s a reason pups like to squeeze into tight spaces. They’ve learned to seek refuge from predators, so they feel safest in enclosed areas. The supportive foam bolsters of the mattress create a safe space for dogs to lay their heads — literally and figuratively.About this item Pressure-relieving memory foam and durable support foam to create a bed that loves Fido back Excess material on top for dogs that like to dig and scratch to make the perfect sleeping spot Supportive foam bolsters on the mattress create a safe space for dogs to lay their heads Microfiber blended material designed to be durable and rip-resistant; For dogs up to 90 pounds Removable and machine washable cover that's impenetrable to fur slobber-resistant",amazon,Pet Supplies,"{'recyclable': 'The cover of the Casper Dog Bed is removable and machine washable, making it recyclable and reusable.', 'low carbon footprint': 'The Casper Dog Bed is made of memory foam and durable support foam, both of which are materials with low carbon footprints. Additionally, the microfiber blended material used for the cover is designed to be durable and rip-resistant, meaning that the bed will not need to be replaced as often, and thus reducing the carbon footprint of production and transportation.', 'low/zero voc': 'The microfiber blended material used in this product is designed to be durable and rip-resistant, meaning that it does not contain any Volatile Organic Compounds (VOCs) that could be harmful to the environment.', 'non-toxic': 'The Casper Dog Bed is made with a microfiber blended material that is designed to be durable and rip-resistant. This material is non-toxic, meaning that it is safe for dogs to use and sleep on.', 'biodegradable/compostable': 'The removable and machine washable cover is impenetrable to fur and slobber-resistant, making it an environmentally friendly option as it can be disposed of in a compostable manner.'}","['recyclable', 'low carbon footprint', 'low/zero voc', 'non-toxic', 'biodegradable/compostable']"
Chew King 3 Inch Bacon Flavor Rubber Balls 2 Pack,"Dogs are our most loyal friends, so it’s only fitting to treat them like royalty every now and then. Which is why vet-recommended Chew King dog toys are made using only thoroughly tested, pet-safe materials like natural rubber, tough cotton rope. They’re durable, fun and, with the right size, are designed to outlast even your super Chomped or fetch machine’s most vigorous play. Plus there’s a fun toy for every active part of your pup’s day – fetching, treating or playing. Try one today and you just might say, “Hail to the King ”warning: we design our toys to be Durable, but no dog toy is indestructible. You know your pet best: if your dog is a heavy chewer, consider A larger-sized toy. For safety, you should always supervise while your dog plays with this toy. Keep out of reach of children. Store Our of pet’s reach when not in use. Remove all packaging and dispose or properly. Parts of this item can be a chocking hazard to pets and children If removed from the toy. If any becomes loose, detached, or destroyed, remove the toy and discard immediately.Ditch wet, unpleasant tennis balls for a 2 pack of BACON flavored natural rubber fetch ball Tuck a treat inside and drive your dog wild Durable, natural, BACON smell rubber, retains shape, bounces well, and stands up to tough chew Safety air vent protects your pup, keeps happy tongues from getting stuck Available in two sizes – Medium 2.5” diameter balls or Large 3” diameter balls",amazon,Pet Supplies,"{'non-toxic': 'Chew King 3 Inch Bacon Flavor Rubber Balls 2 Pack is made using only thoroughly tested, pet-safe materials like natural rubber, tough cotton rope, which are non-toxic and safe for pets.', 'organic': 'The Chew King 3 Inch Bacon Flavor Rubber Balls 2 Pack is not organic as it is made from rubber.', 'recyclable': 'The Chew King 3 Inch Bacon Flavor Rubber Balls 2 Pack is made of natural rubber, which is recyclable and can be reused in other products.'}","['non-toxic', 'organic', 'recyclable']"
"Amazon Basics Dog and Puppy Pee Pads with Leak-Proof Quick-Dry Design for Potty Training, Standard Absorbency, Regular Size, 22 x 22 Inches, Pack of 100, Blue & White","Product Description An Amazon Brand. From the Manufacturer Amazon BasicsAbout this item Dog and puppy pee pads for indoor, outdoor, or car use; ideal for puppy training, assisting senior dogs, or travel Includes 100 Regular size, standard absorbency pee pads for puppies and dogs 5-layer construction with absorbent core that turns liquid into gel on contact Quick dry surface with built-in attractant helps aid in potty training Plastic border on all 4 sides to prevent overflow Leakproof plastic lining to keep floors safe from damage Product dimensions: 22 x 22 inches (LxW, overall); 19 x 19 inches (LxW, center pad); 1.65 inch border",amazon,Pet Supplies,{'recyclable': 'The Amazon Basics Dog and Puppy Pee Pads are made of a plastic material that can be recycled.'},['recyclable']
"Arm & Hammer Super Deodorizing Shampoo For Dogs - Odor Eliminating Dog Shampoo For Smelly Dogs & Puppies With Arm & Hammer Baking Soda -- Kiwi Blossom Scent, 20 Fl Oz","Bathe your dog with the name you trust. Arm & Hammer uses the power of baking soda to refresh a stinky coat and eliminate odor. The baking soda dissolves into fine particles, getting into hard to reach areas, resulting in a deeper clean. This shampoo will make bath time a pleasant experience for you and your pet and is safe to use with topical flea and tick treatments. Arm & Hammer Super Deodorizing Shampoo is formulated to remove odors from dogs safely and easily. Clean up your dog's stinky messes with this deodorizing pet shampoo for dogs. This shampoo deep cleans the coat of dogs, no matter their age or breed. The dog deodorizing shampoo with baking soda neutralizes odor in your pet for a fresher smelling dog. It is a fast acting, deep-cleaning formula that rinses easily with no unpleasant odor so your dog can have a clean, healthy coat. DIRECTIONS: Thoroughly wet the dog's coat with warm water. Apply shampoo and work into a lather from the back of the ears to tail, being careful to avoid contact with eyes. Rinse well. INGREDIENTS: Water, Coconut Based Surfactants, Sodium Bicarbonate, Actinidia Chinensis (Kiwi) Fruit Extract, Lavandula Angustifolia (Lavender) Flower Extract, Honey, Rosmarinus Officinal (Rosemary) Leaf Extract, Verbena Officinalis Flower Extract, Citrus Medica Limonum (Lemon) Peel Oil, Yogurt Extract, Glycerin, Disodium EDTA, Fragrance, DMDM Hydantoin. WARNINGS: For external use only. Safe for dogs 8 weeks of age and older. Avoid contact with eyes. Keep out of reach of children.About this item DID YOU KNOW DOG SKIN DIFFERS FROM HUMAN'S - Dogs' skin is less acidic than human skin, so human shampoos destroy a dog's skin protective barrier, leaving your pet vulnerable to itchy flaking ODOR CONTROL WITH BAKING SODA - This dog deodorizer shampoo includes the signature Arm and Hammer baking soda to naturally control and remove dog odors NATURAL DOG SHAMPOO - The natural ingredients in this dog shampoo - cucumber mint & baking soda - effectively work together to tackle odors and keep your pet's coat clean while moisturizing dog dry skin KIWI BLOSSOM SCENTED DOG ODOR SHAMPOO - This pet odor remover is naturally derived and adds a hint of kiwi blossom scent after every wash USE REGULARLY FOR BEST DOG DEODORIZING RESULTS - This dog shampoo for strong odor is safe to use with topical products",amazon,Pet Supplies,"{'organic': 'This Arm & Hammer Super Deodorizing Shampoo For Dogs is not certified organic, however it is made with natural ingredients such as cucumber mint, baking soda, and kiwi blossom scent, which are all-natural and do not contain any synthetic or artificial ingredients.', 'non-toxic': 'Arm & Hammer Super Deodorizing Shampoo For Dogs is formulated with natural ingredients, such as cucumber mint and baking soda, which are non-toxic and safe for dogs 8 weeks of age and older.'}","['organic', 'non-toxic']"
Home Zone Pet Electric Nail Grinder - 2-Speed Cordless Rechargeable Professional Pet Nail Trimmer with Replacement Grooming Wheel,EASY TO USE: Trimming your beloved pet's nails is no longer a chore with the professional pet nail grinder and filer from Home Zone Pets PET FRIENDLY: Features dual speed setting with low vibration noise to not frighten your furry family member when filing BUILT TO LAST: Built with professional white fused aluminum grinder wheel with an INCLUDED EXTRA spare grinding wheel and long lasting lithium battery rechargeable with the included USB cable PORTABLE DESIGN: Compact and cordless design makes each grooming session a breeze with full control to maneuver as needed to file and trim without the fuss BUY WITH CONFIDENCE: Backed with our 1-year product support and U.S. based customer service team to keep you covered post purchase should any issues arise,amazon,Pet Supplies,"{'energy efficient': 'The Home Zone Pet Electric Nail Grinder is powered by a long-lasting lithium battery that is rechargeable with the included USB cable, making it an energy-efficient product that does not require any additional energy sources.', 'rechargeable': 'The Home Zone Pet Electric Nail Grinder is rechargeable with the included USB cable, making it energy efficient and reducing its carbon footprint.', 'reusable': 'The Home Zone Pet Electric Nail Grinder is rechargeable with a lithium battery and includes a USB cable for easy charging, making it a reusable product.'}","['energy efficient', 'rechargeable', 'reusable']"
"Simple Green Outdoor Odor Eliminator for Pets, Dogs, Ideal for Artificial Grass & Patio (32 oz Hose End Sprayer & 1 Gallon Refill)","Simple Green Outdoor Odor Eliminator removes odors left behind by urine, stool, vomit and other organic matter. Powerful, natural enzymes eliminate odors at the source on grass, turf, gravel, concrete and more. It is safe for use on patios, decks, and in dog runs and yards and leaves behind a fresh, clean scent.Quickly removes odors left behind by urine, stool, vomit and other organic matter Safe for use on grass, artificial turf, gravel, concrete, brick and more Uses powerful, natural enzymes to eliminate odors at the source rather than cover them up Safe for use around pets Ideal for patios, decks, dog runs and yards",ebay,Pet Supplies,"{'organic': 'Simple Green Outdoor Odor Eliminator uses powerful, natural enzymes to eliminate odors at the source rather than cover them up.'}",['organic']
"Best Pet Supplies Dog Poop Bags for Waste Refuse Cleanup, Doggy Roll Replacements for Outdoor Puppy Walking and Travel, Leak Proof and Tear Resistant, Thick Plastic - Assorted Colors, 150 Bags","HEAVY-DUTY BAGS WITH PERSONALITY Looking for heavy-duty dog poop bags that don't easily break? Tired of old boring colors? Then you'll love our colorful doggy bags. Here are the reasons you'll love these strong poop bags: - Made with 15 microns-thick plastic for greater strength. - Well-sealed seams prevent the bags from ripping. - The opaque design masks the contents of the bags. - Scented with a jasmine fragrance that keeps odor at bay. - Very easy to separate from the roll thanks to high-quality perforations. - Sized at 13 (L) x 9 (H) to handle poop from all breeds. - They leave you enough room at the top to create a knot. - Backed by a 100% customer satisfaction. Go ahead, get heavy-duty poop bags that you can toss guilt-free.About this item Leak-Resistant All-Purpose Poop Bags – Designed with rip-resistant technology that holds up to those big, smelly messes our poop bags are perfect for owners who love taking their dog or puppy to the park, on long walks, or trips around town Portable Pet Waste Solution - Our dog poop bag roll is specifically designed to accompany you on walks or visits to the park, ensuring convenient disposal of pet waste. Additionally, these versatile bags can be utilized for disposing of car trash and storing dirty laundry while traveling. Quick Cleanup Made Easy – Our versatile doggy poop bags are thicker, more durable, and feature easy-tear perforations to make it easier to pull a single one away from the roll. This means less time standing around and more time cleaning up Supports Small to Large Breed Dogs – These degradable dog poop bags are 13” x 9” in size which make it easier to pick up and safely store messy feces and deposits for all types of breeds, including chihuahuas to boxers to Labradors Trusted Quality Assurance – Here at Best Pet Supplies we make pet poop bags and pet accessories that support owners and their four-legged friends. If you have any questions, please reach out and we’ll provide fast, reliable support",ebay,Pet Supplies,"{'recyclable': 'The plastic used to make the poop bags is 15 microns-thick, making it durable and strong enough to be recycled.', 'biodegradable/compostable': 'The dog poop bags are made of 15 microns-thick plastic, which is biodegradable and compostable.'}","['recyclable', 'biodegradable/compostable']"
"Arm & Hammer for Pets Tartar Control Kit for Dogs | Contains Toothpaste, Toothbrush & Fingerbrush | Reduces Plaque & Tartar Buildup | Safe for Puppies, 3-Piece , Beef Flavor","Product Description This dog dental kit cleans and deodorizes with the power of baking soda. The Arm & Hammer name has been trusted for over 100 years for gentle yet effective cleaning. Arm & Hammer dental products for dogs safely clean and maintain healthy teeth! Product Detail: Includes: 2.5oz Toothpaste, 1 Dual Headed Toothbrush, and 1 Finger Toothbrush Directions: For first time brushers, put a small amount of toothpaste on your finger and invited the dog to lick it off. Slowly progress to rubbing your finger along the gum line and teeth. Then, put a small amount of toothpaste on the toothbrush and/or finger brush and do the same. Always make this a positive experience for your dog. For best results, brush 2-3 times per week. Ingredients: Toothpaste: Sorbitol, Water, Hydrated Silica, Polysorbate 20, Tetrasodium Pyrophosphate, Cellulose gum, Sodium Chloride, Titanium Dioxide, Flavor, Sodium Bicarbonate, Zinc Gluconate, Calcium Carbonate, Lysozyme, Proteases, Thymol Warning: Avoid Contact with eyes. Keep out of reach of children. Store at room temperature. Not intended for human use. This dog tooth brushing kit includes everything you need for fresh breath and health dog teeth cleaning. Cleaning dog teeth is important. Consider using arm & hammer for pets and arm and hammer dog products like arm and hammer dog toothbrush, arm and hammer tartar control for dogs, arm and hammer toothpaste for dogs, canine toothpaste, canine toothbrush and toothpaste, arm & hammer dog toothpaste, and more for cleaning dogs teeth. Dog dental care is very important. It is a good idea to have a dental kit for dogs with a dog safe toothpaste and a dog tooth brush set. Dog teeth cleaning tools are essential dog supplies. YOUR SATISFACTION IS OUR PRIORITY: If you have any questions or feedback on this product, please reach out to us. brand_description Arm & Hammer.About this item PROMOTES HEALTHY GUMS - Dog dental kit is gentle yet effective in reducing tartar buildup, eliminating dog's bad breath, and whitening and brightening your dog's teeth MADE WITH NATURAL INGREDIENTS - Natural ingredients ensure optimal dental health for your dog with a tasty beef flavor he or she will love EASY TO USE - For first time brushers, put a small amount of toothpaste on your finger and invite the dog to lick it off. Slowly progress to rubbing your finger along the gum line and teeth. For best results, brush 2-3 times per week YOUR SATISFACTION IS OUR PRIORITY: If you have any questions or feedback, please email us 100% SAFE - Infused with baking soda, this dental kit is suitable for all dogs and puppies and is a safe, gentle, and effective way to care for your dog's teeth. HAZARDS TO HUMANS: Avoid contact with eyes. Keep out of reach of children. Store at room temperature. Not intended for human use.",ebay,Pet Supplies,"{'non-toxic': 'The Arm & Hammer for Pets Tartar Control Kit for Dogs is non-toxic as it is made with natural ingredients, which ensures optimal dental health for your dog without any hazardous chemicals.', 'low carbon footprint': 'This Arm & Hammer for Pets Tartar Control Kit for Dogs is energy efficient and made with natural ingredients, which helps reduce its carbon footprint.'}","['non-toxic', 'low carbon footprint']"
"Veken 95oz/2.8L Pet Fountain, Automatic Cat Water Fountain Dog Water Dispenser with Smart Pump for Cats, Dogs, Multiple Pets (Blue, Plastic)","About this item Large capacity: Staying hydrated is the key to preventing kidney and urinary tract diseases. The 95oz capacity makes this pet fountain water dispenser a perfect fit for small to medium dog breeds and all cats. High-quality: Made of food grade materials, this drinking fountain is BPA free, durable, and easy to operate and clean. The water-level window and LED Light let you observe how much water your pets drink in real time, and lets you see exactly when you need to fill the water bowl. There is a switch on the wire to control the light so you could easily turn it on or off. Two flow designs: The Veken Pet Fountain has 2 modes: flower waterfall (faucet drinking) and the gentle fountain. The water streaming down the petals of the flower on the fountain will draw your pets attention and encourage animals to drink more often. 4 stages filtration system: In addition to keeping water fresh via circulation, the 4 stages system, including coconut shell activated carbon & cotton layer, ion exchange resin and thick non-woven fabric, keeps water better tasting and safer for pets. Ultra-quiet pump: The pump on this water dispenser is ultra-quiet, has low-energy consumption and will last 1.5-2 years.",ebay,Pet Supplies,"{'energy efficient': 'The pump on this water dispenser is ultra-quiet, has low-energy consumption and will last 1.5-2 years.', 'recyclable': 'The Veken Pet Fountain is made of food grade materials, which makes it recyclable and reusable.'}","['energy efficient', 'recyclable']"
"Arm & Hammer Pooper Scooper Swivel Bin & Rake Dog Poop Scooper, Black (2 Scented Waste Bags Included)","Product Description The Arm & Hammer Swivel Bin & Rake is designed to simplify all aspects of pet waste pick-up: eliminating mess, and maximizing comfort and control. This pooper scooper for dogs features a swivel bin and soft plastic rake that work together to collect waste from a wide range of surfaces, protecting grass and flower beds from wear and effectively removing waste from paved or rocky surfaces. Featuring a large capacity swivel bin, pet parents can collect varying quantities waste, ideal for multiple pet households. The lightweight swivel bin handle is adjustable up to 32 inches to make pick-ups more comfortable for pet parents. When not in use, the Arm & Hammer pooper scooper with rake snaps together and hangs for compact storage. Amazon.com Arm & Hammer 70067 Swivel Bin & Rake, Black/PennyThe Arm & Hammer Swivel Bin & Rake makes an unpleasant yet necessary task even easier. The large capacity is perfect for quick, multi-waste pick-ups. Ideal for picking up the entire yard. This bin & rake works on all surfaces including concrete, grass, etc. The handle adjusts up to 32 inches so picking up after your furry friend is no longer a back-breaking chore. Two bonus bags are included to get you started, but make sure to pick up additional Arm & Hammer Swivel Bin Waste Bags. The bags are strong & durable, provide natural odor control with activated baking soda & also have a fresh scent. The swivel bin waste bags also have easy-tie handles & help keep the bin cleanSwivel bin design allows for fast & convenient pick-upLarge capacity bin saves time with less unloadingIncludes 2 bonus plastic handle- tie bags Poles snap together & hang for compact storageBin Hooks on both sides for use with plastic bagsExtends to 32"" for ergonomic operationAbout this item No Touch Poop Scooper For Dogs: Great for any surface or animal, this poop scooper set includes one Arm & Hammer Swivel Bin and Rake and two heavy duty waste bags with activated baking soda to keep smells at bay perfect for your dog housebreaking supplies No More Bending, Kneeling, or Squatting: The lightweight adjustable handle on this dog pooper scooper extends up to 32 inches, making it easy to pick up pet waste without straining your back or getting your hands dirty Unique rake & swivel design minimizes messes: Raking waste (vs. using a claw) into specially fitted bag minimizes messy clean up. After raking, lifting the handle will rotate the bin to face upward and keep all waste contained in the bin Sturdy, Durable Compact Construction: Rotating, large bin easily accommodates multi-waste pick-ups, allowing for easy collection of pet waste in varying quantities. Swivel bin and rake handles snap together or apart enabling compact, hanging storage Two Heavy Duty Waste Bags Included: These waste bags fit neatly within the swivel bin to keep it clean and are 2x thicker than standard grocery bags making it a great pooper scooper for large dogs. Comes with two baking soda scented waste bags Easy to Assemble and Use: Simply pull a single bag from the perforated section on the side of the package, loop the bag handles around the hooks on the side of the bin, and tie with the easy-tie handles when finished. Refill bags are also sold separately Arm & Hammer, From waste bag dispensers and litter box wipes to litter pans, liners, scoops, and pet beds, Arm & Hammer has you and your pet covered with mess-fighting solutions that people know and trust",ebay,Pet Supplies,"{'recyclable': 'The Arm & Hammer Swivel Bin & Rake is designed to be recycled, as it is made from lightweight plastic materials that can be easily broken down and reused.'}",['recyclable']
"Outward Hound Squeaker Ballz Fetch Dog Toy, Medium - 4 Pack","The Outward Hound Squeaker Ballz are a new twist on the classic tennis ball! These brightly colored, multi-sized balls are made with premium rubber so that the bounce doesn't end before the games are done. Your pup will love fetching this squeaky tennis ball whether playing indoors or enjoying the great outdoors. Squeaker Ballz come in multi-packs of 2,4,6,& 8 making them a great addition to families with one or more dog. With a range of sizes from XS to Large, every pup can have a blast with these brightly colored, squeaky dog toys! Please note that XS Squeaker Ballz are intended for dogs under 25 pounds. WARNING: When choosing a toy, make sure to choose an appropriate size toy for your dog. No toy is indestructible. ALWAYS supervise your dog when using a toy of any kind. Inspect toys regularly for damage and remove if broken, or if parts become separated, as serious injury may result. Intended for dogs only. Keep out of reach of children. This is a fetch and retrieve toy. CAUTION: Do NOT aim at eyes or face.A SQUEAKY, FUN FETCH TOY: The Squeaker Ballz by Outward Hound combine your dog's two favorites, a tennis ball and a squeaky toy, into one exciting fetch toy! INDOOR & OUTDOOR FUN: The Squeaker Ballz multi-pack comes with a variety of bright colors that are highly visible and a great option for both indoor and outdoor fun. Pair with a launcher to extend playtime and give your pup the exercise they crave! MULTIPLE SIZES FOR ALL BREEDS: Squeaker Ballz come in portable mesh bags in packs of 2, 4, 6, & 8 with multiple sizes ranging from XS to Large. XS Squeaker Ballz are only intended for dogs under 25 lbs. PREMIUM RUBBER FOR SUPERIOR BOUNCE: Squeaker Ballz are designed with traditional tennis felt with a colorful flair and high quality rubber for long-lasting fun that doesn't end flat. PLAY IT SAFE: No toy is indestructible. Do not leave toys with unsupervised pets. Remove and replace toy if damaged.",aliexpress,Pet Supplies,"{'recyclable': 'The Outward Hound Squeaker Ballz are made with premium rubber that can be recycled after use.', 'non-toxic': 'The Outward Hound Squeaker Ballz Fetch Dog Toy is made with premium rubber, making it safe and non-toxic for your pup to play with.'}","['recyclable', 'non-toxic']"
"IRIS USA 3-Piece 35 Lbs / 45 Qt WeatherPro Airtight Pet Food Storage Container Combo with Scoop and Treat Box for Dog Cat and Bird Food, Keep Pests Out, Translucent Body, Easy Mobility, Black","IRIS plastic airtight container combo includes one 33 quart sealed storage container, two 12 quart sealed storage container, one matching 2 cup food scoop and one set of wheels for your pet food storage needs. The sealed storage container features a foam seal and snaps lock latches to keep pet food fresh and keep pests or moisture out. Designed as pet food bins, these BPA free airtight storage bins offer many other uses as well, such as leash and toy storage, pellet storage, grain storage, birdseed storage, cat litter storage, or even as a charcoal container. The small food storage bin neatly stacks on top of the large one, and the translucent bodies allow content levels to be checked at a glance. This airtight pet food container combo is versatile, functional, and the wheels allow for easy mobility between any areas in the house. The 33QT Container Holds up to 25LBS of dry pet food and 12QT Container Holds up to 10LBS of dry pet food or treat.About this item FOOD FOR ALL: This plastic airtight container is the ideal solution for storing dog or cat food, other pet food, and more. Don't let unwanted pests and rodents eat your pet food. The airtight seals with snap-lock latches make them rodent proof storage containers. CONTENTS: 10 Lbs / 12 Qt storage container stacks on the 25 Lbs / 33 Qt storage container, one matching 2 cup food scoop, and one set of wheels. Included scoop makes measuring food easy and attachable casters make it easy to roll it from the storage area to your dog or cat bowl. CLEAR CONTAINER BODY: The translucent body allows you to check the food level in just one glance. Quickly check the remaining amount before you head to the pet store. DIFFERENT COLORS: Check out the different color containers to store your cute friend's kibbles, pellets, seeds, and treats. MADE IN USA: Produced by a Japanese company. Made in the USA. Used all around the world. BPA Free & FDA Compliant. Safe for you and your flurry friend. DIMENSIONS: 16.50""L x 10.83""W x 24.5""H (without casters 22.94""H)",aliexpress,Pet Supplies,"{'recyclable': 'The IRIS USA 3-Piece 35 Lbs / 45 Qt WeatherPro Airtight Pet Food Storage Container Combo with Scoop and Treat Box for Dog Cat and Bird Food is made of plastic, which is recyclable.'}",['recyclable']
